acct_id,dsply_nm,type,acct_stat,acct_rptng_crncy,prior_sar_count,branch_id,open_dt,close_dt,initial_deposit,tx_behavior_id,bank_id,first_name,last_name,street_addr,city,state,country,zip,gender,birth_date,ssn,lon,lat
121,C_121,I,A,USD,false,1,0,1000000,68626.87,,bank,Adrian,Smith,01557 John Skyway,Greenburgh,NV,US,52972,Male,1948-06-08,213-40-8926,-118.239414,44.4916505
122,C_122,I,A,USD,false,1,0,1000000,66936.28,,bank,Christopher,Bush,89403 Gabriella Mills,East Steven,MH,US,91501,Male,1976-06-05,575-49-0268,-114.125248,-63.0371665
123,C_123,I,A,USD,false,1,0,1000000,87486.63,,bank,Lori,Hines,46379 Lopez Route Apt. 969,West Michael,MD,US,62485,Female,1964-06-07,763-92-4150,4.998636,-16.766702
124,C_124,I,A,USD,false,1,0,1000000,50371.89,,bank,Trevor,Guzman,75057 Lowe Brooks,South Jessicaburgh,ID,US,51445,Male,1974-03-13,034-63-6783,70.716241,28.3427745
125,C_125,I,A,USD,false,1,0,1000000,65758.51,,bank,Alexander,Woods,317 Donna Stravenue,Austinborough,CO,US,56609,Male,1996-06-19,757-01-3239,151.066814,-10.767189
126,C_126,I,A,USD,false,1,0,1000000,73174.06,,bank,Jeffrey,Roberts,8410 Michael Row Suite 634,Bonillaside,AL,US,82801,Male,1966-06-21,409-87-7071,32.002723,67.355012
127,C_127,I,A,USD,false,1,0,1000000,56703.98,,bank,Gerald,White,8546 Michael Manors Suite 741,West Jerry,AK,US,82408,Male,2013-07-18,899-09-1632,-84.882605,72.120151
128,C_128,I,A,USD,false,1,0,1000000,54798.87,,bank,Kara,Quinn,86624 Alexander Place,East Timothyville,TN,US,15799,Female,1995-04-23,313-39-6410,-162.655577,67.2961805
129,C_129,I,A,USD,true,1,0,1000000,76025.71,,bank,Edward,Brown,1043 Schultz Plaza Apt. 616,North Lauraland,MN,US,01427,Male,1914-01-14,045-20-9732,-89.139548,36.0927155
130,C_130,I,A,USD,false,1,0,1000000,88306.26,,bank,Shannon,Benitez,82111 James Courts,Reynoldsville,NJ,US,94561,Female,1994-07-18,173-70-1670,-105.806224,9.995255
131,C_131,I,A,USD,false,1,0,1000000,79644.28,,bank,Susan,Allen,218 Jessica Plaza Apt. 165,Annashire,ND,US,51932,Female,1990-08-22,157-78-6638,15.608887,-13.865184
132,C_132,I,A,USD,false,1,0,1000000,73671.49,,bank,Shelby,Jackson,221 Navarro Shores,West Tammy,GU,US,18700,Female,1986-05-10,833-96-5301,-72.569170,79.8648605
133,C_133,I,A,USD,true,1,0,1000000,77679.25,,bank,Andrew,Todd,45319 Michael Locks Apt. 468,Anthonymouth,IN,US,52153,Male,1972-07-01,798-21-4292,-154.941637,-18.1414305
134,C_134,I,A,USD,false,1,0,1000000,77580.23,,bank,Angela,Mitchell,604 Diana Viaduct Apt. 458,East Tylershire,RI,US,78265,Female,1990-09-04,044-34-0086,-163.870176,72.883296
135,C_135,I,A,USD,false,1,0,1000000,88079.20,,bank,Leslie,Nixon,3983 Dawn Terrace,South Nancy,TN,US,59436,Female,2021-12-24,355-47-1918,-171.034924,22.4182105
136,C_136,I,A,USD,false,1,0,1000000,55987.65,,bank,Meredith,Moore,69039 Gutierrez Lock Apt. 266,Wilcoxborough,KS,US,08780,Female,1976-02-24,309-96-3025,-126.986506,-48.6012055
137,C_137,I,A,USD,false,1,0,1000000,90541.47,,bank,Allison,Pineda,8658 Henry Crest Suite 954,Jenniferfurt,PA,US,67852,Female,1969-10-16,515-26-6913,-33.835458,86.1289735
138,C_138,I,A,USD,false,1,0,1000000,89307.31,,bank,Joseph,Peters,68140 Trevor Valleys,Vaughanstad,OH,US,62334,Male,1995-03-26,487-75-3032,135.218899,-83.2917985
139,C_139,I,A,USD,false,1,0,1000000,81904.01,,bank,William,Burns,6131 Kristina Motorway,South Leslie,NV,US,91571,Male,2021-01-20,259-63-5590,101.831881,-29.850615
